50001,CSE0000000,LaptopDockingStation94,2022-04-13,2022-04-17,535,355
50002,CSE0000000,DotMatrixPrinterK1,2022-04-13,2022-04-17,283,899
50003,CSE0000000,HumidifierY5,2022-04-13,2022-04-17,518,190
50004,CSE0000000,PhysicalSecurityIsolation35,2022-04-13,2022-04-17,158,19
50005,CSE0000000,HumidifierF6,2022-04-13,2022-04-17,173,151
50006,CSE0000001,TvBaseR1,2022-04-13,2022-04-17,488,503
50007,CSE0000001,ElectronicDictionary67,2022-04-13,2022-04-17,328,448
50008,CSE0000001,ExhaustFanD8,2022-04-13,2022-04-17,327,830
50009,CSE0000001,MultifunctionalT4,2022-04-13,2022-04-17,911,763
50010,CSE0000001,ServerBarebonesH4,2022-04-13,2022-04-17,726,718
50011,CSE0000002,TvBaseR1,2022-04-13,2022-04-17,740,156
50012,CSE0000002,ElectronicDictionary67,2022-04-13,2022-04-17,847,72
50013,CSE0000002,ExhaustFanD8,2022-04-13,2022-04-17,463,909
50014,CSE0000002,MultifunctionalT4,2022-04-13,2022-04-17,128,59
50015,CSE0000002,ServerBarebonesH4,2022-04-13,2022-04-17,772,604
50016,CSE0000003,TvBaseR1,2022-04-13,2022-04-17,942,823
50017,CSE0000003,ElectronicDictionary67,2022-04-13,2022-04-17,798,786
50018,CSE0000003,ExhaustFanD8,2022-04-13,2022-04-17,312,366
50019,CSE0000003,MultifunctionalT4,2022-04-13,2022-04-17,719,321
50020,CSE0000003,ServerBarebonesH4,2022-04-13,2022-04-17,598,652
50021,CSE0000004,TvBaseR1,2022-04-13,2022-04-17,518,101
50022,CSE0000004,ElectronicDictionary67,2022-04-13,2022-04-17,385,236
50023,CSE0000004,ExhaustFanD8,2022-04-13,2022-04-17,438,112
50024,CSE0000004,MultifunctionalT4,2022-04-13,2022-04-17,942,669
50025,CSE0000004,ServerBarebonesH4,2022-04-13,2022-04-17,602,258
50026,CSE0000005,TvBaseR1,2022-04-13,2022-04-17,123,624
50027,CSE0000005,ElectronicDictionary67,2022-04-13,2022-04-17,369,292
50028,CSE0000005,ExhaustFanD8,2022-04-13,2022-04-17,886,25
50029,CSE0000005,MultifunctionalT4,2022-04-13,2022-04-17,188,474
50030,CSE0000005,ServerBarebonesH4,2022-04-13,2022-04-17,891,575
50031,CSE0000006,TvBaseR1,2022-04-13,2022-04-17,479,617
50032,CSE0000006,ElectronicDictionary67,2022-04-13,2022-04-17,968,138
50033,CSE0000006,ExhaustFanD8,2022-04-13,2022-04-17,568,378
50034,CSE0000006,MultifunctionalT4,2022-04-13,2022-04-17,791,736
50035,CSE0000006,ServerBarebonesH4,2022-04-13,2022-04-17,761,533
50036,CSE0000007,TvBaseR1,2022-04-13,2022-04-17,139,647
50037,CSE0000007,ElectronicDictionary67,2022-04-13,2022-04-17,176,719
50038,CSE0000007,ExhaustFanD8,2022-04-13,2022-04-17,813,792
50039,CSE0000007,MultifunctionalT4,2022-04-13,2022-04-17,633,717
50040,CSE0000007,ServerBarebonesH4,2022-04-13,2022-04-17,311,71
50041,CSE0000008,TvBaseR1,2022-04-13,2022-04-17,703,983
50042,CSE0000008,ElectronicDictionary67,2022-04-13,2022-04-17,331,247
50043,CSE0000008,ExhaustFanD8,2022-04-13,2022-04-17,664,149
50044,CSE0000008,MultifunctionalT4,2022-04-13,2022-04-17,786,43
50045,CSE0000008,ServerBarebonesH4,2022-04-13,2022-04-17,510,635
50046,CSE0000009,TvBaseR1,2022-04-13,2022-04-17,500,804
50047,CSE0000009,ElectronicDictionary67,2022-04-13,2022-04-17,395,158
50048,CSE0000009,ExhaustFanD8,2022-04-13,2022-04-17,249,3
50049,CSE0000009,MultifunctionalT4,2022-04-13,2022-04-17,905,725
50050,CSE0000009,ServerBarebonesH4,2022-04-13,2022-04-17,592,697
50051,CSE0000010,TvBaseR1,2022-04-13,2022-04-17,496,405
50052,CSE0000010,ElectronicDictionary67,2022-04-13,2022-04-17,666,451
50053,CSE0000010,ExhaustFanD8,2022-04-13,2022-04-17,573,57
50054,CSE0000010,MultifunctionalT4,2022-04-13,2022-04-17,513,300
50055,CSE0000010,ServerBarebonesH4,2022-04-13,2022-04-17,590,448
50056,CSE0000011,TvBaseR1,2022-04-13,2022-04-17,597,921
50057,CSE0000011,ElectronicDictionary67,2022-04-13,2022-04-17,592,502
50058,CSE0000011,ExhaustFanD8,2022-04-13,2022-04-17,970,739
50059,CSE0000011,MultifunctionalT4,2022-04-13,2022-04-17,283,148
50060,CSE0000011,ServerBarebonesH4,2022-04-13,2022-04-17,566,957
50061,CSE0000012,TvBaseR1,2022-04-13,2022-04-17,125,657
50062,CSE0000012,ElectronicDictionary67,2022-04-13,2022-04-17,136,959
